"","1","3_6_14_48","4_5_28_38_46","8_44","9_45_55_59_62","10_27","11","2_12_19","13_43","15_57","16_25_49","17","18","20","21_26_51_60","22_39_58","24","30","31","7_32","33","34","35","29_36_52_63","37","40","41","42","47","50","53","54","56","61","64","65","66","67","68_86","71","72_81","23_69_73","74","75","76","77","78","70_79_83","80","82","84","85","87","88","89","90","91"
"33",0,0,0,0.0910759089985338,0,0,0,0,0,0,0,0,0,0,0.145417522316476,0,0,-0.0498617810387492,0,0.00500267371542311,0,0.176772378071116,0,0,0,0.103427278335131,0.0086426145386304,0,0.0118618401465474,0,0,0,0.0868805094935277,0,0,0,0.0504062318845802,0.0158930617663774,0.0215321515750051,0,0,0,0,0,0,0.0761242931678781,0,0.0153551155353716,0,0.0419279146185281,0,0.0464610273723535,0,0,0,0,0.0559914637679432
"34",0,0,0,0.053788021593291,0,0,0.0353447902623242,0,0,0.262779228007537,0,0,0,0,0.288199539167383,0,0,0,0,0,0.176772378071116,0,0,0.036617812562544,0,0,0,0,0,0,0,0.153176302873159,0.00310734759458093,0,0,0,0,0,0,0,0,0,0,0,0.028416091020037,0,0,0,0,0,0,0,0,0,0,0,0
"35",0.000895158509277477,0.155975392084107,0,0,0,0.00471946769604941,0,0,0.0334807566564272,0,0,0,0.0565192417100258,0.0640035862686219,0.0316080051672793,0.1163780552172,0.176698585749923,0,0,0.000563452177820271,0,0,0,0.00446480732156983,0,0.0291840381591461,0,0.0405840213205827,0,0,0,0.00783171926082173,0.0814993031937799,0,0.0119773271559566,0.0603930731976864,0.041320756877798,0.0850127388294504,0,-0.00600988020800027,0.0204810299170685,0,0,0,0,0,0,0,0,0,0,0.0286135300072933,0,0.0376198781118105,0,0,0
"29_36_52_63",0,0,0,0.00509012853875519,0,0,0.106541798339742,0,0.292522944661024,0,0,0,0,0,0,0,0.0308067318923853,0,0.0232933230066709,0,0,0.036617812562544,0.00446480732156983,0,0,0,0,0,0.0357189572845048,0,0,0.00264043218763745,0,0,0,0.00596306295697002,0.0718635589871438,0,0,0,0,0,0,0,0,0,0,0,0,0.143262275080253,0,0.0066597531368556,0,0,0,0,0
"37",0.00784919930436272,0,0,0,0,0.0729401698833528,0,0.0516989230203539,0,0,0,0,0,0.0789083414897764,0,0,0.0331173124898219,0,0.0139813297502251,0.027039193409336,0,0,0,0,0,0,0.22024173815845,0.17240635031789,0,0.150289908466522,0,0,0.0164860505903755,0,0,0,0,0.0266046148351161,0,0,0,0.0669038200729683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991525058723235
"40",0.00365524658233055,0.00307803159636609,0.0457233451780207,0.0716203356465912,0,0,0,0,0,0,0.00527510379158827,0,0,0.0195218416387953,0.150678538786595,0,0,0,0,0,0.103427278335131,0,0.0291840381591461,0,0,0,0,0,0.0647122816279856,0,0,0,0,0.00340878504003869,0.0477721834396057,0,0,0.0154067802801348,0,0,0,0,0,0,0,0.0549332144196988,0.010032436713769,0,0,0,0,0,0,0.0243537881248112,0,0,0
"41",0,0,0,0,0,0.179242557379826,0,0.00251941659479276,0,0,0,0,0,0,0,0,0.109350973371867,0,0.106426645929974,0,0.0086426145386304,0,0,0,0.22024173815845,0,0,0.011671986673197,0.0514159455349178,0.188889419303707,0,0,0.0844018020911024,0,0,0,0,0.019554813485804,0,0,0,0.0334912962159068,0,0,0,0,0.0223631960419603,0,0,0,0.0280640664247458,0,0.0263120173415606,0,0,0,0.151465870481058
"42",0.0226468099708746,0,0,0,0,0.0505866622711705,0.0393840689337868,0.0587734307677561,0,0,0,0,0,0.11133429752493,0,0.00276894218708312,0,0,0,0,0,0,0.0405840213205827,0,0.17240635031789,0,0.011671986673197,0,0,0.0835636541381052,0,0,0,0,0,0,0.0399451655676409,0.0509013143248634,0.0133933896963242,0,0,0.005274048668171,0,0,0,0,0.00974304173323166,0,0,0,0,0.0639160534455809,0,0,0,0,0.129596415293488
"47",0.0775977570803913,0,-0.117274374810776,0,0,0,0.125269218498742,0.0500577985556624,0,0,0.0589938979466288,0.00789556821164337,0,0,0.0159647736265972,0,0,0,0,0,0.0118618401465474,0,0,0.0357189572845048,0,0.0647122816279856,0.0514159455349178,0,0,0,0.189883992588533,0,0.0067729273323626,0,0,0,0.0551642478202219,0,0,0,0,0,0,0.00638132704811463,0,0,0,0,0.0139688379775183,0.0763484538787062,0.0721792761637196,0,0,0,0,0,0
"50",0,0,0,0,0,0.117530404323988,0,0,0,0,0,0.00585301070668807,0,0,0,0.00357529926755572,0.0418513365734368,0.0708881203223901,0,0,0,0,0,0,0.150289908466522,0,0.188889419303707,0.0835636541381052,0,0,0,0,0.0300306054682289,0,0,0,0.00648567713764958,0,0,0,0,0.0149094116571785,0,0,0,0,0.126844694576491,0,0.0251740497502582,0,0.0471198059964589,0,0,0,0.133205884280728,0.0503128093641806,0.0160701613406003
"53",0,0.0112487697452712,0.209125994067454,0,0,0,0.00564490524310938,0,0,0,0.0714754577503943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189883992588533,0,0,0.00783117204828936,0,0.0978869317365374,0.104223401542713,0,0,0,0.0555769707628071,-0.0505251298931809,0.00473620017704372,0,0,0,0,0.0169094121292523,0.0184981471138569,0.00749689414682544,0,0,0,0.00653952885012325,0.00260133246495829,0,0,0,0
"54",0,0,0,0.0268912623816724,0,0,0,0,0.0340865221431284,0.0268565904920453,0,0.0977217963449934,0.00950685274778027,0,0.00801483074155931,0,0,0.152227969815923,0,0,0,0.153176302873159,0.00783171926082173,0.00264043218763745,0,0,0,0,0,0,0.00783117204828936,0,0.0743168891535626,0.0720237254917951,0,0.126177046448243,0,0,0,0,0,0.0161907685549823,0.0763680106090356,0.00977949164311226,0,0.03419452720326,0,0.0046217816046652,0,0,0.00742385591131859,0,0.221194268398093,0.00584510940992887,0.0508689351232499,0,0
"56",0.00506980078267115,0,0,0,0,0.0469517557555728,0,0,0,0,0,0,0.17879993342656,0.00821489123741704,0.168771856862473,0,0,0,0,0,0.0868805094935277,0.00310734759458093,0.0814993031937799,0,0.0164860505903755,0,0.0844018020911024,0,0.0067729273323626,0.0300306054682289,0,0.0743168891535626,0,0.00295459650344169,0,0,0.022414249375802,0,0,0,0,0,0,0,0,0,0,0.0183213040881096,0,0,0.0794854162807108,0,0.100973956103533,0,0,0.0793664146745763,0
"61",0,0.0101259783172914,0.418172632724666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245291181780214,0,0,0,0,0,0,0.00340878504003869,0,0,0,0,0.0978869317365374,0.0720237254917951,0.00295459650344169,0,0.212217721302297,0,0,0,0.0750214256702791,-0.00443292326803605,0.0335903693845256,0,0,0,0.00426081333866807,0.0308195565092504,0,0,0,0,0,0,0.0137244389980231,0,0,0,0
"64",0,0,0.174194589272217,0,0,0,0.152812078286492,0,0,0,0.00934533638491991,0,0,0,0,0,0,0,0,0.0685950967856098,0,0,0.0119773271559566,0,0,0.0477721834396057,0,0,0,0,0.104223401542713,0,0,0.212217721302297,0,0,0,0,0.15737659681108,0,0,0,0,0,0,0,0,0,0,0,0,0.0335718601051177,0.0690489298556423,0,0,0,0
"65",0,0,0,0.0141933768815545,0,0,0,0,0,0,0,0.15630851876983,0,0,0,0,0.00270045359363896,0.031068693941086,0,0,0,0,0.0603930731976864,0.00596306295697002,0,0,0,0,0,0,0,0.126177046448243,0,0,0,0,0.0812123778023003,0.0719986295491348,0,-0.0232818153517649,0.00631996020039118,0,0.109125514417662,0.00241932240392805,0.0280411622129718,0.00575315820026822,0,0,0.0695827304748802,0,0,0.0483562667850071,0,0,0,0.0279549283837325,0
"66",0,0,0,0.089590074548057,0,0,0,0,0,0,0,0,0,0.111869387612785,0.0226974542794273,0,0,0,0,0,0.0504062318845802,0,0.041320756877798,0.0718635589871438,0,0,0,0.0399451655676409,0.0551642478202219,0.00648567713764958,0,0,0.022414249375802,0,0,0.0812123778023003,0,0,0.105196140993543,0,0,0,0,0.0569542640384966,0,0,0.115331637294639,0,0,0.015424101767768,0.165766888551198,0,0,0.0174949845536803,0,0,0
"67",0,0,0,0.0253621892942681,0,0,0,0,0,-0.0251600786540082,0,0,0,0.00848883925330405,0,0.0231789497977886,0.0778096506896737,0,0,0,0.0158930617663774,0,0.0850127388294504,0,0.0266046148351161,0.0154067802801348,0.019554813485804,0.0509013143248634,0,0,0,0,0,0,0,0.0719986295491348,0,0,0,0,0.0130747097680015,0,0,0,0,0.0236679141077537,0,0.0984491285362099,0.0947630702196261,0,0.0521542440011439,0.167348067860275,0,0.015899303902489,0,0.0651782939194694,0
"68_86",0,0,0.00183477701113212,0.0758701419749486,0.01840069468019,0,0.0404798569172457,0.0294826823866395,0,0,0.0265131846345157,0,0,0,0,0,0,0,0,0,0.0215321515750051,0,0,0,0,0,0,0.0133933896963242,0,0,0.0555769707628071,0,0,0.0750214256702791,0.15737659681108,0,0.105196140993543,0,0,0,0,0,0,0.075374183674721,0,0,0.131310637658305,0,0,0,0,0.139525528383277,0,0,0,0,0
"71",0,-0.0275646657520536,-0.0676642749949076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600988020800027,0,0,0,0,0,0,0,-0.0505251298931809,0,0,-0.00443292326803605,0,-0.0232818153517649,0,0,0,0,-0.0690801324644835,0.126298161504584,0,0,0,0,0,-0.0181135225911926,0,0,0,0,0.0752399730560196,0,0,0,0
"72_81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206826486941616,0,0.00738611911975392,0,0,0,0,0,0.0204810299170685,0,0,0,0,0,0,0,0.00473620017704372,0,0,0.0335903693845256,0,0.00631996020039118,0,0.0130747097680015,0,-0.0690801324644835,0,0,0.00170822533819363,0,0,0,0,0.0449609326104711,0,0,0,0.0149243645477729,0,0,0,0.0705045881540973,0
"23_69_73",0,0,-0.0238993521795007,0,0.00453281074220654,0,0,0.0320354590337765,0,0.295935694205641,0,0.0388814707303245,0,0.00118332209529054,0,0,0,0.0971718727226362,0,0,0,0,0,0,0.0669038200729683,0,0.0334912962159068,0.005274048668171,0,0.0149094116571785,0,0.0161907685549823,0,0,0,0,0,0,0,0.126298161504584,0,0,0,0,0.0455322947095684,0,0,0,0,0,0,0,0.141632615386843,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0.0589039570801078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763680106090356,0,0,0,0.109125514417662,0,0,0,0,0.00170822533819363,0,0,0,0.0251606976204874,0.0148833812515408,0,0.0953830574990221,0,0,0,0,0,0,0.0860346275368553,0.0295981728891655,0
"75",0,0,0,0.0348710111914829,0,0,0,0,0.0162479576947553,0,0.0161238763911891,0,0,0,0.0170272006567946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638132704811463,0,0,0.00977949164311226,0,0,0,0.00241932240392805,0.0569542640384966,0,0.075374183674721,0,0,0,0,0,0,0.0353178731436181,0.0876410041893695,0,0,0.0854738318074739,0,0,0,0.295947718732008,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0,0.272892589895277,0,0,0.00869428603564901,0,0,0,0,0,0,0.028416091020037,0,0,0,0,0,0,0,0,0,0,0,0.00426081333866807,0,0.0280411622129718,0,0,0,0,0,0.0455322947095684,0.0251606976204874,0,0,0,0,0.0277854906291339,0.142846430062761,0,0.112652161243619,0,0,0,0.00935970712804467,0,0
"77",0,0.0163561438052687,0,0.0955701115503645,0,0,0,0,0,0,0,0,0,0,0.0522708258917735,0,0,0,0,0,0.0761242931678781,0,0,0,0,0.0549332144196988,0,0,0,0,0.0169094121292523,0.03419452720326,0,0.0308195565092504,0,0.00575315820026822,0,0.0236679141077537,0,0,0,0,0.0148833812515408,0.0353178731436181,0,0,0,0,0,0,0.0619965072175487,0.165276038123122,0.0101346199327144,0.054206012008617,0,0.0712831920133407,0
"78",0.0439480479662542,0,0,0.0131992360002001,0.0232588001709056,0,0.0737003106339662,0,0,0,0.00320868378639936,0,0,0,0,0,0.0440369332103511,0,0.0043545392791317,0,0,0,0,0,0,0.010032436713769,0.0223631960419603,0.00974304173323166,0,0.126844694576491,0.0184981471138569,0,0,0,0,0,0.115331637294639,0,0.131310637658305,0,0,0,0,0.0876410041893695,0,0,0,0,0,0.105611032946453,0,0,0,0.190116878606828,0,0,0
"70_79_83",0,0.0435600728185696,0,0,0,0,0,0,0,0,0,0,0,0,0.020447266902806,0,0,0,0,0,0.0153551155353716,0,0,0,0,0,0,0,0,0,0.00749689414682544,0.0046217816046652,0.0183213040881096,0,0,0,0,0.0984491285362099,0,-0.0181135225911926,0.0449609326104711,0,0.0953830574990221,0,0.0277854906291339,0,0,0,0,0,0.0383317157982319,0.277728101157362,0,0,0,0,0.067688193459371
"80",0,0,0,0,0,0,0,0,0,0,0,0.02340005802882,0.0755171648898927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139688379775183,0.0251740497502582,0,0,0,0,0,0.0695827304748802,0,0.0947630702196261,0,0,0,0,0,0,0.142846430062761,0,0,0,0,0,0.0638727348718078,0,0,0,0.103021969019802,0,0.0592979666337449
"82",0,0,-0.000426645010991412,0,0,0,0,0,0,0,0,0,0,0,0.0137652017016995,0,0,0,0,0,0.0419279146185281,0,0,0.143262275080253,0,0,0,0,0.0763484538787062,0,0,0,0,0,0,0,0.015424101767768,0,0,0,0,0,0,0.0854738318074739,0,0,0.105611032946453,0,0,0,0.00902614232932598,0,0,0.154483707572687,0,0,0
"84",0,0.0326393844447541,0,0,0,0.0706778693831586,0,0,0,0,0,0,0.0565391174429744,0.0802757338808813,0,0,0,0,0,0,0,0,0,0,0,0,0.0280640664247458,0,0.0721792761637196,0.0471198059964589,0,0.00742385591131859,0.0794854162807108,0,0,0,0.165766888551198,0.0521542440011439,0,0,0,0,0,0,0.112652161243619,0.0619965072175487,0,0.0383317157982319,0.0638727348718078,0.00902614232932598,0,0.1969091329239,0.0564937571430291,0,0,0,0
"85",0,0,0,0,0,0.00292412144708886,0,0,0,0,0,0,0.0183113664732307,0,0,0,0,0,0,0,0.0464610273723535,0,0.0286135300072933,0.0066597531368556,0,0,0,0.0639160534455809,0,0,0.00653952885012325,0,0,0,0.0335718601051177,0.0483562667850071,0,0.167348067860275,0.139525528383277,0,0.0149243645477729,0,0,0,0,0.165276038123122,0,0.277728101157362,0,0,0.1969091329239,0,0,0.0121336733023824,0,0,0.00453206597403382
"87",0,0,0,0,0,0,0.0258182928246679,0,0,0,0,0,0.00857535617161766,0,0,0,0,0.00982019554968737,0,0,0,0,0,0,0,0,0.0263120173415606,0,0,0,0.00260133246495829,0.221194268398093,0.100973956103533,0.0137244389980231,0.0690489298556423,0,0,0,0,0.0752399730560196,0,0.141632615386843,0,0,0,0.0101346199327144,0,0,0,0,0.0564937571430291,0,0,0.0420981110852684,0,0,0
"88",0,0,-0.00169968244732514,0,0,0,0,0,0.0438878004392817,0,0,0,0,0,0,0,0.0111877614249483,0,0,0,0,0,0.0376198781118105,0,0,0.0243537881248112,0,0,0,0,0,0.00584510940992887,0,0,0,0,0.0174949845536803,0.015899303902489,0,0,0,0,0,0.295947718732008,0,0.054206012008617,0.190116878606828,0,0,0.154483707572687,0,0.0121336733023824,0.0420981110852684,0,0,0.0854214070017608,0
"89",0,0,0,0,0,0,0,0,0.0974603060397869,0,0,0.0650506262239604,0.0763768006446239,0,0,0,0.0124341625719228,0.127210998901251,0.0404683028352814,0,0,0,0,0,0,0,0,0,0,0.133205884280728,0,0.0508689351232499,0,0,0,0,0,0,0,0,0,0,0.0860346275368553,0,0.00935970712804467,0,0,0,0.103021969019802,0,0,0,0,0,0,0.0282338487059294,0.121465064298298
"90",0,0.0327336766877365,0,0.10091688175907,0,0,0,0,0.0663348191642792,0,0.018592962546357,0,0.0130818854492262,0,0.0057569560064897,0.0531080805147697,0.0427030854478881,0,0,0,0,0,0,0,0,0,0,0,0,0.0503128093641806,0,0,0.0793664146745763,0,0,0.0279549283837325,0,0.0651782939194694,0,0,0.0705045881540973,0,0.0295981728891655,0,0,0.0712831920133407,0,0,0,0,0,0,0,0.0854214070017608,0.0282338487059294,0,0.0234461600409208
"91",0,0.0254242333205128,0,0,0,0,0,0,0,0,0,0,0.0389058057704412,0.0533380756142902,0.0469074732128497,0,0.0802309489277662,0,0,0,0.0559914637679432,0,0,0,0.00991525058723235,0,0.151465870481058,0.129596415293488,0,0.0160701613406003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067688193459371,0.0592979666337449,0,0,0.00453206597403382,0,0,0.121465064298298,0.0234461600409208,0
