source_nodes,metric_value_source,similarity_between_metrics,metric_value_target,target_nodes
3_6_14_48,13,0.6153846153846154,8,82
80,15,0.8666666666666667,13,65
8_44,14,0.7142857142857143,10,74_75
17,11,0.8181818181818181,9,80
65,18,0.5555555555555556,10,30
29_36_52_63,9,0.6923076923076923,13,87
54,17,0.8823529411764706,15,24
20,12,0.8333333333333334,10,30
42,15,0.8,12,50
