nodes,age1,age2,age3,age4,an,bn,edi3
30,0.051192952806704294,0.05254580225676645,0.03686079888752826,0.040207630931741664,0.06418994025835263,0.050143316981335034,0.06780594532283539
31,0.0342071715922425,0.031149136003456254,0.02980189196004116,0.03133293586153777,-,-,0.04354366800703496
31_55,-,-,-,-,-,0.03979461349733411,-
31_55_62,-,-,-,-,0.04420622307929588,-,-
32,-,-,-,-,0.08910248334474966,-,-
33,0.0698108312060846,0.03642190766986359,0.03210197248631688,0.03415937083904688,0.06279042886022178,0.02966846854583496,0.04070859382429793
34,0.06437497992411628,0.026290954841734507,0.03746430990689331,0.05839762672858152,-,0.039423383209956385,0.038786960071620843
35,0.02710744534679633,0.0473113904630181,0.028952406508790263,0.02224878003611219,0.03117902921867841,0.015807930153253685,0.023769075710591413
36_52_63,-,-,-,-,-,0.02861057266379482,-
37,0.04233190473167345,0.04056959940883043,0.04099216590709073,0.05709737825489992,0.04890271429627001,0.05018446594516467,0.057273500777136006
3_6_14_18,-,-,-,-,-,-,0.030029995007075486
3_6_14_48,0.038073133151486166,0.024408694624181024,0.03093837991078351,0.026134068828585655,0.020808240050877197,0.027137456821985217,-
40,0.02935216490252733,0.05716466205177694,0.04047991718655293,0.022530860023456226,0.05896166564800453,0.02741438204616144,0.035362462442264674
41,0.04411308603569119,0.05050733748096742,0.03693558571120353,0.04835875557144443,0.06307605561761763,0.05040285053596405,0.04600700058273695
42,0.05047685746909328,0.026149836282407316,0.025239315486444418,0.03547424746676483,0.04516110863600866,0.02729928115425328,0.04745397252791355
47,0.045226277648437986,0.034958771066380616,0.038201407263110825,0.016656252585139232,0.030067460535621243,0.027960874865845517,0.023033079816269907
4_5_28_38_46,0.0690596868514257,0.0676668319779548,0.05902661908954886,0.026732869714994424,0.09128523803442325,-,0.039961986966579814
4_5_38_46,-,-,-,-,-,0.1733957737728937,-
50,0.06876631269904757,0.04094169574663357,0.0470143847712021,0.04138899416538271,0.06775797362090603,0.04499101392225909,0.04199979570839616
53,0.04076476683296052,0.037139064971349826,0.04182011470005134,0.02643452019411196,0.05117211082861901,0.0200279820219764,0.039150690731959245
54,0.035968354001304485,0.03701691670015228,0.03269621841213106,0.023327275415788492,0.0392855715084617,0.034189666328693975,0.02212795386205731
56,0.07252562400530216,0.06433394103242679,0.030787293885145027,0.031604189990219494,0.05162301131651246,0.031046504007310283,0.042389843758755374
60,-,-,-,-,-,0.04570878671276392,-
61,0.06336025217985579,0.029198785533852353,0.03584747848231372,0.03176840531395998,0.034641940477750495,0.040785967174066504,0.043234744249128244
62,-,-,-,-,-,-,0.05543962891714459
64,0.053295547970087974,0.1509658458099865,0.03434104904398843,0.0671362867948078,0.13459398919219162,0.05756619873953791,0.06263323155587146
65,0.05375153064661375,0.036796580222388534,0.0440922960362742,0.024455050981412266,0.03466316603229691,0.037933778136018836,0.04316259943941788
