nodes,age1,age2,age3,age4,an,bn,edi3
1,0.647071337108497,0.6422875954136958,0.5751379840719981,0.5600793239825461,0.44590596363475943,0.46264281866913354,0.5270989500309249
10,-,-,-,-,-,1.0401828304107292,-
10_27,1.109051153328244,1.1339277417640408,1.286728856727061,1.1360292573598119,0.9745285321357703,-,1.0898123236351462
11,1.4732044637501942,0.9268564728906161,1.014183942113408,1.1533619166324625,0.9085454650970982,0.7273420034744065,1.014584631903274
13_43,0.2647697448223994,0.6221159393878972,0.360516345256507,0.5189730121194427,0.36979790062785384,0.5487826855057999,0.3985220418650847
15_34_57,-,-,-,-,0.7046892924537553,-,-
15_57,0.7761150671777632,0.6480056230405306,0.7563402802295004,0.6901308546493069,-,0.5855227949177904,0.6950334897391234
16_25_49,1.0041412538244445,1.0124910320077034,1.0280277523620487,0.9478819166348134,0.8735893799668355,-,0.9759280073808955
16_49,-,-,-,-,-,0.8526937857765933,-
17,0.935397109322691,0.8089439057099075,0.9771310569684618,1.0212719455107169,0.8342769993900641,0.7859356680360416,0.915657768494321
18,1.2392292452465543,1.2180455963353252,1.1034145349306401,1.123316378296414,1.0733586923411458,0.9537993809471229,1.0776068900954356
19,-,-,-,-,-,0.8204697330914521,-
20,0.8305341179880558,0.7052490103176196,0.9475612189544468,0.6916723978444195,0.5901681682975526,0.7717670172057717,0.6782905652786343
21_26_51,-,-,-,-,-,0.837220263019344,-
21_26_51_60,1.178253488751196,1.1878079011765692,1.2587295432405157,1.2216881306849843,1.1262684572567203,-,1.1727403055491223
22_39_58,-0.010495884958178606,0.2471783128447874,0.5268706040787943,0.5311128651467308,0.30660937218921597,0.4383758581194777,0.3024889829719582
23,-,-,-,-,0.9521117466084761,-,-
23_69_73,0.9159567997726951,0.8579641076241709,0.8110873625535948,0.8960736941205768,-,0.8111315065357021,0.9419659284598292
24,0.9311721957098749,1.0457484868950657,0.9647279241476726,0.9755692158330052,0.8592725471841454,0.7313387897801992,0.8701495734746011
27,-,-,-,-,-,0.8639119806860728,-
28,-,-,-,-,-,0.7110614130845638,-
29,-,-,-,-,-,0.6278701187907527,-
29_36_52_63,0.9497704681148486,0.8980533844484554,1.0049775387845146,0.7654455859560557,0.7677182883340077,-,0.8422296272034862
2_12,-,-,-,-,-,0.6925447028919907,-
2_12_19,0.9029041420055854,0.774882415623906,0.7769623033479097,0.6714468372052387,0.7909186604027736,-,0.7856615945200319
30,0.7599437970704269,0.8038759619738173,0.9370820035539446,0.7420688574278037,0.8349263852352229,0.66714737252243,0.7824559571938784
31,0.675480328270938,0.8034372054477452,0.718582986890728,0.846375028717039,-,-,0.7059896654490587
31_55,-,-,-,-,-,0.7883708404866246,-
31_55_62,-,-,-,-,0.7090927814201359,-,-
32,-,-,-,-,1.261498507247131,-,-
33,0.9803905401985158,0.9598134446074503,0.9584773845242757,0.9029102042646734,0.7786475661824158,0.7699814803128787,0.8425707250464448
34,0.9410109786627336,1.015331905089367,1.005629777752766,1.038201511151972,-,0.9243394304184465,0.9277411629911754
35,0.6802257250353118,0.8854458181001476,0.9300231414902652,1.0838140443816948,0.662943965333465,0.6159701233607313,0.730929381884837
36_52_63,-,-,-,-,-,0.7628633639646547,-
37,1.0493967791844445,1.0139406694181001,1.07813777307836,0.948382202375783,1.0475804316327462,0.894180474911392,0.9481635124783322
3_6_14_18,-,-,-,-,-,-,0.7892199444531346
3_6_14_48,0.7849461917011235,0.8547485041750649,0.8575144773985931,0.6294436877884331,0.7148776180626514,0.569648311768219,-
40,0.6423401095553923,0.7006318172922529,0.7522585797347768,0.6527832293606077,0.5752234576578423,0.4841470066223849,0.6230947846726989
41,1.2916354386689066,1.1722583608027684,1.2290979311561099,1.2440543595674998,1.1103344882434012,0.9998116887261569,1.158681828556511
42,0.9238858444642924,0.6124399877117216,0.7382289106282316,0.906489652834676,0.6133810067391672,0.4792203944122493,0.7086847971588403
47,0.8498163525998169,0.7984468637499402,0.8554571760832519,0.8029127265120208,0.804558164312609,0.4863433604143008,0.7209122775837469
4_5_28_38_46,0.6730646308623291,0.8044152267936169,0.8202341993356711,0.7316654621441439,0.6719029966498621,-,0.7434540185409616
4_5_38_46,-,-,-,-,-,0.9223738319214968,-
50,1.1034219655317665,0.8853429429324553,1.0893379841095456,1.1125942526741668,1.0350334008676148,0.8052168217618436,1.0280064692094415
53,1.0518715934188356,1.0616135031072946,0.8254590393573998,0.7591539804739874,0.8610320307872684,0.5175422282531894,0.8581673754208395
54,1.0229712484224158,1.2247439694640716,1.1343054416643723,1.2257898605882556,1.0288983956086513,0.8533062164131142,1.023791176352742
56,1.0440699003700893,1.1205247076291338,1.1002967834406785,1.0948196100083878,0.9601595215179918,0.8128961438770556,0.9642230767264288
60,-,-,-,-,-,1.1003180544401263,-
61,0.8419225830400071,0.7062748016033169,0.8591406268624577,0.9943031699267987,0.8089248059434595,0.6814667815855069,0.8631418715090542
62,-,-,-,-,-,-,0.90983589830069
64,0.887958326097854,1.118437172656793,0.9362321102223587,1.041135120941651,0.8656408063688652,0.9272799225262345,1.0146145890384746
65,0.8560587472019794,0.9674953153900903,1.0629599955315916,0.8242864608675199,0.8356724230397671,0.6250264442532658,0.8201878258223859
66,1.176627224279572,1.0503949756139996,1.070722012949871,1.0691371990927308,-,0.7068360330071296,0.9732855612042928
66_68_86,-,-,-,-,1.0017023987789189,-,-
67,1.0666103960900168,1.019975231729528,0.8885801054855182,0.9255862357668756,-,0.7108378752647728,0.8625196611713474
67_79_83_85,-,-,-,-,0.9667554253528267,-,-
68_86,0.7823573502656177,0.9402972152108072,0.8123416181569338,0.9668883628300131,-,0.5164877595944575,0.8813526311170249
69_73,-,-,-,-,0.7761618212067506,-,-
7,-,-,-,-,1.0126190095353584,-,-
70,-,-,-,-,0.26125312776763615,0.3242299297726081,-
70_79_83,0.7272622631886612,0.6853083076382057,0.7223761421846628,0.7420155321949568,-,-,0.6512276425697098
71,-0.2614705627472253,-0.2792904260078304,-0.3079700379478637,-0.0651342099630157,-0.19489522300440884,-0.24446317684148017,-0.2855906390313823
72_81,0.06174353246055271,0.0967611373557019,0.20848214218128291,0.16928901544699732,0.17386969093721855,-0.02587770642075914,0.0929694710536514
74,0.6282678519859065,0.7428828068976135,0.6257489723254294,0.4971656442420701,0.5346559724645323,-,0.45478091300552637
74_75,-,-,-,-,-,0.42561279581465955,-
75,0.6035734240864946,0.7405460187549482,0.7729315432053456,0.7395590626150638,-,-,0.6479632412158299
75_88,-,-,-,-,0.5749170626343098,-,-
76,0.7289168456847915,0.6724998475183956,0.6383354683801802,0.705641723896217,0.5314403010544838,0.49675671254823084,0.5390584988759686
77,0.8228385038133296,0.9428058843441947,0.6622815872753365,0.8196967806752699,0.5973979685561221,0.6276677082848923,0.7229355671777271
78,0.955906949193994,0.9946317927798665,0.9586286824225017,1.0231992579221114,0.6882106636540284,0.6877400967290764,0.8942693335869663
79_83_85,-,-,-,-,-,0.7019247109547746,-
7_25_32,-,-,-,-,-,0.9888900624235135,-
7_32,1.1366252111199573,1.26820107991677,1.1878780889088838,1.041489388170703,-,-,1.117747940789532
80,0.8052101568287097,0.7410393235461605,0.5399872483479026,0.6714450119291112,0.6867301690380104,0.4713699282696,0.6699183194157435
82,0.649350483823775,0.5503985548126963,0.5182953527052473,0.6448960166919032,0.5188215116030171,0.40833863768687556,0.532305009952485
84,1.0738970354009914,1.1129999651399671,1.1885107417485326,1.2316078100085264,1.027791915439984,1.0056699311632982,1.0258135929382173
85,1.0053214041981793,1.1525794076539284,1.1243298086643059,1.233730479894776,-,-,1.0006190022355945
87,0.9275609628523656,0.8422893378983514,0.7859822557788718,0.8036678643116575,0.7562949145478044,0.6449590831922658,0.7982829898272423
88,0.9240784788616495,0.7797075799273928,0.8032465886682508,0.9889964518291763,-,0.6109751146881969,0.7755303381473422
89,0.9391692096981183,0.8875310533106006,0.9106811435640207,0.9511912333097337,0.8577918111539361,0.6457390124146233,0.895571877955005
8_44,1.0073909022459193,1.0904938337590906,1.1222298204027692,1.0371445592951412,0.9103295437408563,0.8165457045061147,0.9931084371239368
90,0.8545765973990814,0.9989057291927755,0.6551723199725051,0.8645281627229897,0.4036266808607481,0.5718069420260294,0.6406155861272984
91,1.1022302535977027,0.9132861654979862,0.7960035941855435,0.8842751487225504,0.8031006996050686,0.5827125617639445,0.8627581132995414
9_45_55_59,-,-,-,-,-,-,1.1191163208403416
9_45_55_59_62,1.1540760812481188,1.1333983337896902,1.1454901932959123,1.0290135565451157,-,-,-
9_45_59,-,-,-,-,0.8510406582840457,-,-
9_45_59_62,-,-,-,-,-,0.929711747323801,-
