"","1","3_6_14_48","4_5_28_38_46","8_44","9_45_55_59_62","10_27","11","2_12_19","13_43","15_57","16_25_49","17","18","20","21_26_51_60","22_39_58","24","30","31","7_32","33","34","35","29_36_52_63","37","40","41","42","47","50","53","54","56","61","64","65","66","67","68_86","71","72_81","23_69_73","74","75","76","77","78","70_79_83","80","82","84","85","87","88","89","90","91"
"77",0,0,0,0.1040943242415,0,0.0470175748919648,0,0,0,0,0,0.0225732416382667,0,0.00618336224066052,0.0956915358596684,0,0,0,0,0,0,0,0.106181280978425,0,0,0.00347201975594033,0,0,0.0282339199560821,0,0,0,0,0,0,0.0161545695453784,0,0,0.0114042412345234,0,0,0,0,0.0816292608333096,0,0,0.0472811664125757,0,0,0,0.0232194541770683,0.121311025364093,0,0.0374133406085496,0.0166892571479679,0.174256309458221,0
"78",0.0128362241064269,0,0,0.0365907794608342,0,0,0.047763584442332,0.00722036283749039,0,0,0.0180799999782802,0,0,0,0,0,0.0183251296323096,0,0,0.0386710080186948,0,0,0,0.0369646167967886,0,0,0,0.0105640514484353,0.047982106062689,0.00384219269237926,0.0325683014052269,0,0,0,0,0,0.161738988806362,0,0.0700305032027013,0,0,0,0,0.081687350630789,0,0.0472811664125757,0,0,0,0,0.0106677438672272,0,0,0.230266007530979,0,0.0815516754473452,0
"70_79_83",0,0,0,0.0267035748914052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072796006364977,0,0.155130215150014,0,0,0.033454690213893,0,0,0,0.00259371863414057,0,0,0,0.0448796289666335,0,0.0657140802505425,0.2840363931666,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0.0204344109390107,0,0,0,0,0,0,0,0,0,0,0.121669351265577,0,0,0,0,0.0329918189813196,0,0,0.000649520796871866,0,0,0,0,0.204789584868846,0,0.127779722738017,0,0,0,0,0,0,0.0450380873451855,0,0,0.0448796289666335,0,0,0.0146181079024549,0,0,0,0.119543399517732,0,0.00864569022451259
"82",0,0,-0.00920677160103099,0,0,0,0,0,0,0,0,0,0,0,0.0348304486613625,-0.0369849740821125,0,0,0,0,0,0.00302353834753292,0,0.22308888538263,0,0,0,0,0.0127820095174068,0,0,0.127651887502495,0,0,0,0,0,0,0,0,0,0,0.0279068141971317,0,0,0,0,0,0,0,0,0,0,0.115505429357106,0.0518012875301748,0,0
"84",0,0,0,0.0265358769414673,0,0.0712555623113046,0,0,0,0,0,0,0.152234534082428,0.169515205378327,0.0981605997263307,0,0,0,0,0,0.0981031489092117,0,0,0.0119623742409345,0,0,0,0.0237401969609343,0,0,0,0,0.0952354150359386,0,0,0.0191854487746947,0.0551111030193589,0.0107961905527016,0.0203646587514311,0,0,0,0,0,0,0.0232194541770683,0.0106677438672272,0.0657140802505425,0.0146181079024549,0,0,0,0.0668087256253721,0,0,0,0.079771538632239
"85",0,0.0634648560024978,0,0.0465399756124224,0,0,0,0,0,0,0,0,0,0,0.0682454461789261,0,0,0,0,0.0202185404547975,0.0893436171718606,0,0.0542261057848475,0,0.00383713111077943,0.0325347936763338,0.0333664762777552,0,0,0,0,0,0.046897120976138,0.0378850997622643,0.024393046316045,0,0,0.0735492800110477,0.0205959129047588,0,0,0,0.0515337094939911,0,0,0.121311025364093,0,0.2840363931666,0,0,0,0,0.0176422868592051,0,0,0,0.0629585905295652
"87",0,0.00135426584436917,0,0,0,0.0376145513996012,0,0,0,0,0,0,0,0,0,0,0,0.140415862302112,0.0040723440887723,0,0.026773364495643,0.0662753460292645,0,0,0,0,0,0,0,0,0,0.125875463947968,0.155012548196255,0,0,0,0,0,0,0,0,0.200444579109789,0,0,0,0,0,0,0,0,0.0668087256253721,0.0176422868592051,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0.0485273440713301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024375939423193,0,0,0.0900076699759808,0,0,0,0,0.0260647376186147,0,0,0,0.0576946118830883,0,0,0.0784790897815803,0,0.0374133406085496,0.230266007530979,0,0,0.115505429357106,0,0,0,0,0,0.071373409676971,0
"89",0,0,0,0,0,0,0,0,0.129214392065395,0,0,0.0252430925063718,0.11056703058484,0,0,0,0.00790917545339756,0.126215571018149,0,0,0,0,0,0,0,0,0,0.00440170752758357,0,0.127893064206566,0,0.0527825014424933,0,0.0113271955728729,0,0.0274363168902272,0,0,0,0,0,0,0,0,0,0.0166892571479679,0,0,0.119543399517732,0.0518012875301748,0,0,0,0,0,0,0.0765070618468296
"90",0,0,0,0.0849691976683886,0,0,0,0,0,0,0,0,0.00681398535266024,0,0,0,0.030559224198368,0,0.114936682498211,0,0,0.00142384812413518,0,0,0,0,0,0.0503813702685661,0.0350990543224955,0.0479050449318531,0,0,0,0,0,0,0,0.188404826571249,0,0,0.021044162589483,0.0534539622843142,0,0,0,0.174256309458221,0.0815516754473452,0,0,0,0,0,0,0.071373409676971,0,0,0.0367329758005145
"91",0,0,0,0,0,0.00197417266944565,0,0,0,0,0,0,0.0547276275755778,0,0.0154839711341478,0,0.0132833649130898,0.11327955966571,0,0,0,0.0362278699227209,0,0,0.0504791959909593,0,0.0168502336984958,0.0631883812854146,0,0.0455079233906535,0,0,0.0440279604276244,-0.0179605776565999,0,0,0,0.146819209142226,0,0,0,0.00582672317107563,0,0,0.0589546931337843,0,0,0,0.00864569022451259,0,0.079771538632239,0.0629585905295652,0,0,0.0765070618468296,0.0367329758005145,0
